FacilityName,Latitude,Longitude,Classification,Category
Royal Park,-37.791550224794335,144.95808647651077,Memorials,Crafts and Hobbies
Royal Park,-37.791550224794335,144.95808647651077,Memorials,Artistic Pursuits
Newquay Central,-37.81528506774349,144.9387694921899,Sculpture,Crafts and Hobbies
Newquay Central,-37.81528506774349,144.9387694921899,Sculpture,Artistic Pursuits
Costco,-37.8113298032748,144.93795521998828,Sculpture,Crafts and Hobbies
Costco,-37.8113298032748,144.93795521998828,Sculpture,Artistic Pursuits
Queen Victoria Gardens,-37.822028087763435,144.97035525342713,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.822028087763435,144.97035525342713,Sculpture,Artistic Pursuits
Sidney Myer Music Bowl,-37.824013514390046,144.97415155124347,Sculpture,Crafts and Hobbies
Sidney Myer Music Bowl,-37.824013514390046,144.97415155124347,Sculpture,Artistic Pursuits
Riverside Quay Reserve,-37.82115251478746,144.96423807327005,Sculpture,Crafts and Hobbies
Riverside Quay Reserve,-37.82115251478746,144.96423807327005,Sculpture,Artistic Pursuits
Exhibition Building & Melbourne Museum,-37.80376916863335,144.97213425650625,Sculpture,Crafts and Hobbies
Exhibition Building & Melbourne Museum,-37.80376916863335,144.97213425650625,Sculpture,Artistic Pursuits
Royal Park,-37.78892811780881,144.95605810687638,Sculpture,Crafts and Hobbies
Royal Park,-37.78892811780881,144.95605810687638,Sculpture,Artistic Pursuits
Queensbridge Square,-37.82007937885384,144.96296054938466,Sculpture,Crafts and Hobbies
Queensbridge Square,-37.82007937885384,144.96296054938466,Sculpture,Artistic Pursuits
Queen Victoria Gardens,-37.822153249778246,144.9709506469274,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.822153249778246,144.9709506469274,Sculpture,Artistic Pursuits
Treasury Gardens,-37.8143735830792,144.974719996297,Sculpture,Crafts and Hobbies
Treasury Gardens,-37.8143735830792,144.974719996297,Sculpture,Artistic Pursuits
Flagstaff Gardens,-37.81026398841038,144.9550390225417,Sculpture,Crafts and Hobbies
Flagstaff Gardens,-37.81026398841038,144.9550390225417,Sculpture,Artistic Pursuits
Flagstaff Gardens,-37.810801354472574,144.95395452560433,Sculpture,Crafts and Hobbies
Flagstaff Gardens,-37.810801354472574,144.95395452560433,Sculpture,Artistic Pursuits
Queen Victoria Market,-37.80813550681884,144.95764591736565,Sculpture,Crafts and Hobbies
Queen Victoria Market,-37.80813550681884,144.95764591736565,Sculpture,Artistic Pursuits
Princes Park,-37.77886822107428,144.9611151855207,Sculpture,Crafts and Hobbies
Princes Park,-37.77886822107428,144.9611151855207,Sculpture,Artistic Pursuits
Enterprize Park,-37.82010166444847,144.9594543545535,Indigenous,Artistic Pursuits
Enterprize Park,-37.82010166444847,144.9594543545535,Indigenous,Traveling
Enterprize Park,-37.82010166444847,144.9594543545535,Indigenous,Mindfulness and Relaxation
Fitzroy Gardens,-37.81376751528837,144.9827717629652,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81376751528837,144.9827717629652,Sculpture,Artistic Pursuits
Kings Domain,-37.825114779701025,144.97607623602647,Memorials,Crafts and Hobbies
Kings Domain,-37.825114779701025,144.97607623602647,Memorials,Artistic Pursuits
Fitzroy Gardens,-37.81371709478504,144.98014070275568,Memorials,Crafts and Hobbies
Fitzroy Gardens,-37.81371709478504,144.98014070275568,Memorials,Artistic Pursuits
Argyle Square,-37.802834190764166,144.96638556021273,Memorials,Crafts and Hobbies
Argyle Square,-37.802834190764166,144.96638556021273,Memorials,Artistic Pursuits
Fitzroy Gardens,-37.81407567751222,144.9785602548242,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81407567751222,144.9785602548242,Sculpture,Artistic Pursuits
Railway Viewing Platform,-37.80881692877836,144.94368830128568,Sculpture,Crafts and Hobbies
Railway Viewing Platform,-37.80881692877836,144.94368830128568,Sculpture,Artistic Pursuits
Fitzroy Gardens,-37.81387432873141,144.9785955087628,Memorials,Crafts and Hobbies
Fitzroy Gardens,-37.81387432873141,144.9785955087628,Memorials,Artistic Pursuits
Parliament Reserve,-37.80977063998943,144.97348397026266,Memorials,Crafts and Hobbies
Parliament Reserve,-37.80977063998943,144.97348397026266,Memorials,Artistic Pursuits
Kings Domain,-37.82630110126131,144.97281890582408,Sculpture,Crafts and Hobbies
Kings Domain,-37.82630110126131,144.97281890582408,Sculpture,Artistic Pursuits
King & Victoria Street Reserve,-37.805233515414656,144.94868041774336,Memorials,Crafts and Hobbies
King & Victoria Street Reserve,-37.805233515414656,144.94868041774336,Memorials,Artistic Pursuits
Kings Domain,-37.82427267818169,144.97321342759503,Sculpture,Crafts and Hobbies
Kings Domain,-37.82427267818169,144.97321342759503,Sculpture,Artistic Pursuits
Queen Victoria Gardens,-37.82208606658947,144.97181101425943,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.82208606658947,144.97181101425943,Sculpture,Artistic Pursuits
Queen Victoria Gardens,-37.822335480105195,144.9718353146044,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.822335480105195,144.9718353146044,Sculpture,Artistic Pursuits
Victoria Point,-37.81823232301213,144.94744462620787,Sculpture,Crafts and Hobbies
Victoria Point,-37.81823232301213,144.94744462620787,Sculpture,Artistic Pursuits
Victoria Parade Reserve,-37.808248962797364,144.9753153437232,Memorials,Crafts and Hobbies
Victoria Parade Reserve,-37.808248962797364,144.9753153437232,Memorials,Artistic Pursuits
Marquis of Linlithgow Memorial Reserve,-37.82666405636878,144.9719166488942,Sculpture,Crafts and Hobbies
Marquis of Linlithgow Memorial Reserve,-37.82666405636878,144.9719166488942,Sculpture,Artistic Pursuits
Carlton Gardens South,-37.80580965134325,144.97252879114416,Sculpture,Crafts and Hobbies
Carlton Gardens South,-37.80580965134325,144.97252879114416,Sculpture,Artistic Pursuits
NewQuay Promenade,-37.815901938178676,144.93893011222016,Sculpture,Crafts and Hobbies
NewQuay Promenade,-37.815901938178676,144.93893011222016,Sculpture,Artistic Pursuits
Docklands Park,-37.82186285910264,144.94700936190569,Sculpture,Crafts and Hobbies
Docklands Park,-37.82186285910264,144.94700936190569,Sculpture,Artistic Pursuits
Birrarung Marr,-37.81859572477289,144.97182169813522,Indigenous,Artistic Pursuits
Birrarung Marr,-37.81859572477289,144.97182169813522,Indigenous,Traveling
Birrarung Marr,-37.81859572477289,144.97182169813522,Indigenous,Mindfulness and Relaxation
Clayton Reserve,-37.795663554735185,144.9389347962098,Memorials,Crafts and Hobbies
Clayton Reserve,-37.795663554735185,144.9389347962098,Memorials,Artistic Pursuits
Exhibition Street Reserve,-37.80747037586185,144.96859332734795,Memorials,Crafts and Hobbies
Exhibition Street Reserve,-37.80747037586185,144.96859332734795,Memorials,Artistic Pursuits
Fitzroy Gardens,-37.81325721271155,144.98101234462126,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81325721271155,144.98101234462126,Sculpture,Artistic Pursuits
Kings Domain South,-37.82721242566816,144.97297393104864,Memorials,Crafts and Hobbies
Kings Domain South,-37.82721242566816,144.97297393104864,Memorials,Artistic Pursuits
Princes Park,-37.78366119106134,144.96000400655757,Memorials,Crafts and Hobbies
Princes Park,-37.78366119106134,144.96000400655757,Memorials,Artistic Pursuits
Alexandra Gardens,-37.8217592722394,144.9747725916972,Memorials,Crafts and Hobbies
Alexandra Gardens,-37.8217592722394,144.9747725916972,Memorials,Artistic Pursuits
Fitzroy Gardens,-37.81457924729898,144.97949435961337,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81457924729898,144.97949435961337,Sculpture,Artistic Pursuits
Chinatown Plaza,-37.811253732897356,144.969347694358,Sculpture,Crafts and Hobbies
Chinatown Plaza,-37.811253732897356,144.969347694358,Sculpture,Artistic Pursuits
Hub@Docklands,-37.820108015038734,144.94791455836793,Sculpture,Crafts and Hobbies
Hub@Docklands,-37.820108015038734,144.94791455836793,Sculpture,Artistic Pursuits
Melbourne Park,-37.81912215786392,144.97407581389808,Sculpture,Crafts and Hobbies
Melbourne Park,-37.81912215786392,144.97407581389808,Sculpture,Artistic Pursuits
Fitzroy Gardens,-37.81182206803026,144.9826570546702,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81182206803026,144.9826570546702,Sculpture,Artistic Pursuits
Birrarung Marr,-37.818422539139505,144.97164501742284,Sculpture,Crafts and Hobbies
Birrarung Marr,-37.818422539139505,144.97164501742284,Sculpture,Artistic Pursuits
Kangan TAFE,-37.821740069332854,144.9491420809476,Sculpture,Crafts and Hobbies
Kangan TAFE,-37.821740069332854,144.9491420809476,Sculpture,Artistic Pursuits
Kings Domain,-37.82594145408015,144.9718567903399,Sculpture,Crafts and Hobbies
Kings Domain,-37.82594145408015,144.9718567903399,Sculpture,Artistic Pursuits
Queen Victoria Gardens,-37.82184118717754,144.9724790217425,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.82184118717754,144.9724790217425,Sculpture,Artistic Pursuits
Weedon Reserve,-37.81704008332346,144.98958111417957,Sculpture,Crafts and Hobbies
Weedon Reserve,-37.81704008332346,144.98958111417957,Sculpture,Artistic Pursuits
The Arkley,-37.8143592312937,144.94113017903652,Illustrations,Crafts and Hobbies
The Arkley,-37.8143592312937,144.94113017903652,Illustrations,Artistic Pursuits
The Arkley,-37.8143592312937,144.94113017903652,Illustrations,Mindfulness and Relaxation
Kings Domain South,-37.828313799536176,144.97398190437264,Sculpture,Crafts and Hobbies
Kings Domain South,-37.828313799536176,144.97398190437264,Sculpture,Artistic Pursuits
Kings Domain South,-37.82871122068199,144.9741444132895,Memorials,Crafts and Hobbies
Kings Domain South,-37.82871122068199,144.9741444132895,Memorials,Artistic Pursuits
Birrarung Marr,-37.820082557142705,144.97571669031538,Sculpture,Crafts and Hobbies
Birrarung Marr,-37.820082557142705,144.97571669031538,Sculpture,Artistic Pursuits
Treasury Gardens,-37.81367295311916,144.9743448588091,Sculpture,Crafts and Hobbies
Treasury Gardens,-37.81367295311916,144.9743448588091,Sculpture,Artistic Pursuits
Fitzroy Gardens,-37.81438929428271,144.97991018542538,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81438929428271,144.97991018542538,Sculpture,Artistic Pursuits
Treasury Gardens,-37.81365974522775,144.9763544710972,Memorials,Crafts and Hobbies
Treasury Gardens,-37.81365974522775,144.9763544710972,Memorials,Artistic Pursuits
Gordon Reserve,-37.8123634964432,144.97374510260238,Sculpture,Crafts and Hobbies
Gordon Reserve,-37.8123634964432,144.97374510260238,Sculpture,Artistic Pursuits
Melbourne Zoological Gardens,-37.78477297621499,144.95236482989228,Sculpture,Crafts and Hobbies
Melbourne Zoological Gardens,-37.78477297621499,144.95236482989228,Sculpture,Artistic Pursuits
Queen Victoria Gardens,-37.82220980420751,144.9713353620987,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.82220980420751,144.9713353620987,Sculpture,Artistic Pursuits
Fitzroy Gardens,-37.814306776660544,144.9784994254141,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.814306776660544,144.9784994254141,Sculpture,Artistic Pursuits
Etihad Stadium,-37.815324425802274,144.94707294769273,Sculpture,Crafts and Hobbies
Etihad Stadium,-37.815324425802274,144.94707294769273,Sculpture,Artistic Pursuits
Newquay Promenade,-37.8142715063488,144.94320071567864,Sculpture,Crafts and Hobbies
Newquay Promenade,-37.8142715063488,144.94320071567864,Sculpture,Artistic Pursuits
Treasury Gardens,-37.81502994395132,144.97493152226934,Sculpture,Crafts and Hobbies
Treasury Gardens,-37.81502994395132,144.97493152226934,Sculpture,Artistic Pursuits
Queen Victoria Gardens,-37.82239149972142,144.97029065221597,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.82239149972142,144.97029065221597,Sculpture,Artistic Pursuits
Birrarung Marr,-37.8186665820053,144.97410019862608,Sculpture,Crafts and Hobbies
Birrarung Marr,-37.8186665820053,144.97410019862608,Sculpture,Artistic Pursuits
J J Holland Park,-37.79662907585139,144.924306747344,Sculpture,Crafts and Hobbies
J J Holland Park,-37.79662907585139,144.924306747344,Sculpture,Artistic Pursuits
Royal Park,-37.78958485485513,144.94300677170517,Sculpture,Crafts and Hobbies
Royal Park,-37.78958485485513,144.94300677170517,Sculpture,Artistic Pursuits
Royal Park,-37.782561322013,144.95329393076508,Sculpture,Crafts and Hobbies
Royal Park,-37.782561322013,144.95329393076508,Sculpture,Artistic Pursuits
Kings Domain,-37.826773338974526,144.972752128938,Sculpture,Crafts and Hobbies
Kings Domain,-37.826773338974526,144.972752128938,Sculpture,Artistic Pursuits
Malthouse Plaza,-37.82607139191802,144.96773271682704,Sculpture,Crafts and Hobbies
Malthouse Plaza,-37.82607139191802,144.96773271682704,Sculpture,Artistic Pursuits
Gordon Reserve,-37.81243425403014,144.97395547173446,Sculpture,Crafts and Hobbies
Gordon Reserve,-37.81243425403014,144.97395547173446,Sculpture,Artistic Pursuits
Buluk Park,-37.820624039208646,144.9409520071531,Sculpture,Crafts and Hobbies
Buluk Park,-37.820624039208646,144.9409520071531,Sculpture,Artistic Pursuits
Fitzroy Gardens,-37.81340997178163,144.98110223857506,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81340997178163,144.98110223857506,Sculpture,Artistic Pursuits
University Square,-37.80153947884793,144.96022724856095,Memorials,Crafts and Hobbies
University Square,-37.80153947884793,144.96022724856095,Memorials,Artistic Pursuits
Fitzroy Gardens,-37.8139538628485,144.97857743610945,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.8139538628485,144.97857743610945,Sculpture,Artistic Pursuits
Kings Domain,-37.82530980334813,144.97159425832896,Sculpture,Crafts and Hobbies
Kings Domain,-37.82530980334813,144.97159425832896,Sculpture,Artistic Pursuits
Southbank Promenade,-37.819968338442905,144.9659517158149,Sculpture,Crafts and Hobbies
Southbank Promenade,-37.819968338442905,144.9659517158149,Sculpture,Artistic Pursuits
Cafe L'Incontro,-37.814398382430774,144.9662509187985,Sculpture,Crafts and Hobbies
Cafe L'Incontro,-37.814398382430774,144.9662509187985,Sculpture,Artistic Pursuits
Exhibition Building & Melbourne Museum,-37.80314275282813,144.96987438289304,Sculpture,Crafts and Hobbies
Exhibition Building & Melbourne Museum,-37.80314275282813,144.96987438289304,Sculpture,Artistic Pursuits
Victoria Point,-37.818010565097374,144.94683073925555,Sculpture,Crafts and Hobbies
Victoria Point,-37.818010565097374,144.94683073925555,Sculpture,Artistic Pursuits
City Baths,-37.80699393814314,144.96305396149538,Sculpture,Crafts and Hobbies
City Baths,-37.80699393814314,144.96305396149538,Sculpture,Artistic Pursuits
Exhibition Building & Melbourne Museum,-37.80490093345887,144.97284986251543,Sculpture,Crafts and Hobbies
Exhibition Building & Melbourne Museum,-37.80490093345887,144.97284986251543,Sculpture,Artistic Pursuits
Queen Victoria Gardens,-37.821109293482905,144.96967311696216,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.821109293482905,144.96967311696216,Sculpture,Artistic Pursuits
Macarthur Square,-37.798257825618585,144.97056462844986,Memorials,Crafts and Hobbies
Macarthur Square,-37.798257825618585,144.97056462844986,Memorials,Artistic Pursuits
Queen Victoria Market,-37.80745242967464,144.95830671628437,Sculpture,Crafts and Hobbies
Queen Victoria Market,-37.80745242967464,144.95830671628437,Sculpture,Artistic Pursuits
Yarra Park,-37.818409101326395,144.9788554339231,Memorials,Crafts and Hobbies
Yarra Park,-37.818409101326395,144.9788554339231,Memorials,Artistic Pursuits
Southbank Promenade,-37.82061839181149,144.9631284056871,Sculpture,Crafts and Hobbies
Southbank Promenade,-37.82061839181149,144.9631284056871,Sculpture,Artistic Pursuits
Queen Victoria Gardens,-37.8221241231269,144.9706619741479,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.8221241231269,144.9706619741479,Sculpture,Artistic Pursuits
Fitzroy Gardens,-37.81041672287849,144.98088242316877,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81041672287849,144.98088242316877,Sculpture,Artistic Pursuits
The Innovation Building,-37.8142734273307,144.94546323616404,Sculpture,Crafts and Hobbies
The Innovation Building,-37.8142734273307,144.94546323616404,Sculpture,Artistic Pursuits
Newquay Promenade,-37.81510709421359,144.9415465168603,Sculpture,Crafts and Hobbies
Newquay Promenade,-37.81510709421359,144.9415465168603,Sculpture,Artistic Pursuits
Gordon Reserve,-37.81272601232133,144.97394249758733,Sculpture,Crafts and Hobbies
Gordon Reserve,-37.81272601232133,144.97394249758733,Sculpture,Artistic Pursuits
Eight Hour Reserve,-37.807154994347236,144.96558836214078,Sculpture,Crafts and Hobbies
